Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT,Level_PTnew
03/03/2021 15:26:00,2000,1,406.22,16,0.70,1.38,18.366,0.68,2.819,0.10
03/03/2021 15:27:00,2000,1,423.89,16,0.75,1.21,17.665,0.65,3.100,0.11
03/03/2021 15:28:00,2000,1,424.72,16,0.10,1.16,0.831,0.66,1.127,0.04
03/03/2021 15:29:00,2000,1,440.22,16,0.66,1.25,15.503,0.74,1.691,0.06
03/03/2021 15:30:00,2000,1,456.51,16,0.70,1.22,16.287,0.62,0.000,-0.04
03/03/2021 15:31:00,2000,1,470.52,16,0.70,1.05,14.008,0.67,3.100,0.11
03/03/2021 15:32:00,2000,1,483.12,16,0.66,1.04,12.601,0.61,2.819,0.10
03/03/2021 15:33:00,2000,1,492.47,16,0.58,0.95,9.353,0.70,3.100,0.11
03/03/2021 15:34:00,2000,1,502.99,16,0.70,0.79,10.516,0.63,4.792,0.17
03/03/2021 15:35:00,2000,1,513.03,16,0.66,0.83,10.040,0.64,3.100,0.11
03/03/2021 15:36:00,2000,1,520.44,16,0.58,0.75,7.417,0.64,3.946,0.14
03/03/2021 15:37:00,2000,1,529.25,16,0.58,0.89,8.810,0.64,5.074,0.18
03/03/2021 15:38:00,2000,1,540.95,16,0.62,1.06,11.692,0.53,3.946,0.14
03/03/2021 15:39:00,2000,1,549.32,16,0.62,0.76,8.374,0.61,4.510,0.16
03/03/2021 15:40:00,2000,1,555.07,16,0.45,0.85,5.752,0.62,4.510,0.16
03/03/2021 15:41:00,2000,1,563.30,16,0.58,0.83,8.227,0.62,5.355,0.19
03/03/2021 15:42:00,2000,1,569.48,16,0.45,0.91,6.186,0.55,3.664,0.13
03/03/2021 15:43:00,2000,1,575.22,16,0.45,0.85,5.738,0.56,4.228,0.15
03/03/2021 15:44:00,2000,1,578.78,16,0.45,0.52,3.561,0.58,3.946,0.14
03/03/2021 15:45:00,2000,1,582.86,16,0.49,0.52,4.080,0.49,4.228,0.15
03/03/2021 15:46:00,2000,1,586.14,16,0.49,0.42,3.280,0.54,3.946,0.14
03/03/2021 15:47:00,2000,1,589.43,16,0.49,0.42,3.287,0.56,4.792,0.17
03/03/2021 15:48:00,2000,1,592.30,16,0.45,0.42,2.869,0.45,3.664,0.13
03/03/2021 15:49:00,2000,1,596.25,16,0.58,0.40,3.950,0.49,4.228,0.15
03/03/2021 15:50:00,2000,1,598.66,16,0.36,0.49,2.408,0.57,4.510,0.16
03/03/2021 15:51:00,2000,1,601.77,16,0.49,0.40,3.109,0.58,6.201,0.22
03/03/2021 15:52:00,2000,1,610.52,16,0.58,0.89,8.750,0.69,12.966,0.46
03/03/2021 15:53:00,2000,1,624.65,16,0.62,1.29,14.132,0.69,63.516,0.94
03/03/2021 15:54:00,2000,1,669.03,16,0.79,2.81,44.377,1.04,138.288,1.44
03/03/2021 15:55:00,2000,1,755.53,16,1.22,2.84,86.505,0.58,358.333,2.51
03/03/2021 15:56:00,2000,1,898.01,16,1.71,2.85,142.480,0.30,455.157,2.89
03/03/2021 15:57:00,2000,1,1051.76,16,1.67,3.18,153.751,-0.05,530.352,3.17
03/03/2021 15:58:00,2000,1,1295.06,16,2.03,3.77,243.299,0.30,475.796,2.97
03/03/2021 15:59:00,2000,1,1525.99,16,2.29,2.99,230.924,0.62,488.695,3.02
03/03/2021 16:00:00,2000,1,1713.00,16,1.94,3.09,187.012,0.32,564.539,3.29
03/03/2021 16:01:00,2000,1,1968.84,16,2.29,3.32,255.842,0.61,590.179,3.38
03/03/2021 16:02:00,2000,1,345.91,16,2.86,3.53,377.070,0.37,894.170,4.36
03/03/2021 16:03:00,2000,1,660.21,17,2.65,3.28,314.297,0.81,841.382,4.20
03/03/2021 16:04:00,2000,1,1010.95,17,2.63,3.71,350.742,0.58,702.979,3.76
03/03/2021 16:05:00,2000,1,1363.60,17,2.74,3.52,352.651,0.56,724.594,3.83
03/03/2021 16:06:00,2000,1,1728.64,17,2.61,3.91,365.045,0.33,712.242,3.79
03/03/2021 16:07:00,2000,1,45.85,17,2.48,3.65,317.209,0.23,527.503,3.16
03/03/2021 16:08:00,2000,1,350.16,18,2.37,3.76,304.304,0.72,630.064,3.52
03/03/2021 16:09:00,2000,1,680.85,18,2.42,3.96,330.689,0.24,504.712,3.08
03/03/2021 16:10:00,2000,1,1030.56,18,2.64,3.69,349.711,0.62,310.500,2.30
03/03/2021 16:11:00,2000,1,1322.87,18,2.38,3.57,292.312,0.25,231.881,1.94
03/03/2021 16:12:00,2000,1,1630.41,18,2.25,4.10,307.540,-0.02,177.568,1.66
03/03/2021 16:13:00,2000,1,1954.61,18,2.48,3.73,324.203,0.38,196.966,1.76
03/03/2021 16:14:00,2000,1,281.11,18,2.45,3.84,326.501,0.28,251.279,2.04
03/03/2021 16:15:00,2000,1,587.05,19,2.50,3.49,305.938,0.32,96.097,1.17
03/03/2021 16:16:00,2000,1,878.08,19,2.43,3.47,291.028,0.13,15.518,0.52
03/03/2021 16:17:00,2000,1,1123.63,19,2.29,3.19,245.552,0.41,33.803,0.68
03/03/2021 16:18:00,2000,1,1403.93,19,2.42,3.35,280.296,0.43,28.089,0.63
03/03/2021 16:19:00,2000,1,1656.53,19,2.24,3.40,252.605,0.46,12.966,0.46
03/03/2021 16:20:00,2000,1,1932.72,19,2.34,3.47,276.185,0.52,10.993,0.39
03/03/2021 16:21:00,2000,1,169.84,19,2.12,3.45,237.124,0.26,7.610,0.27
03/03/2021 16:22:00,2000,1,421.72,20,2.32,3.20,251.879,0.56,3.100,0.11
03/03/2021 16:23:00,2000,1,644.28,20,2.12,3.23,222.563,0.43,7.047,0.25
03/03/2021 16:24:00,2000,1,838.19,20,2.05,2.96,193.909,0.46,7.892,0.28
03/03/2021 16:25:00,2000,1,999.80,20,1.85,2.88,161.605,0.63,5.355,0.19
03/03/2021 16:26:00,2000,1,1195.51,20,1.98,3.14,195.717,0.37,0.000,-0.03
03/03/2021 16:27:00,2000,1,1394.14,20,2.01,3.12,198.621,0.44,1.691,0.06
03/03/2021 16:28:00,2000,1,1579.00,20,2.00,2.93,184.860,0.68,0.000,-0.02
03/03/2021 16:29:00,2000,1,1741.12,20,1.75,3.14,162.127,0.65,7.328,0.26
03/03/2021 16:30:00,2000,1,1959.03,20,2.01,3.42,217.911,0.53,6.201,0.22
03/03/2021 16:31:00,2000,1,195.24,20,2.10,3.49,236.210,0.61,7.892,0.28
03/03/2021 16:32:00,2000,1,413.17,21,2.00,3.45,217.924,0.58,0.000,-0.12
03/03/2021 16:33:00,2000,1,587.64,21,1.85,3.09,174.476,0.65,2.819,0.10
03/03/2021 16:34:00,2000,1,728.22,21,1.65,2.96,140.572,0.59,0.000,-0.05
03/03/2021 16:35:00,2000,1,871.12,21,1.59,3.18,142.902,0.71,0.000,-0.04
03/03/2021 16:36:00,2000,1,1028.15,21,1.73,3.08,157.028,1.07,0.564,0.02
03/03/2021 16:37:00,2000,1,1174.40,21,1.73,2.87,146.258,1.04,2.819,0.10
03/03/2021 16:38:00,2000,1,1282.65,21,1.47,2.72,108.248,0.95,0.000,-0.08
03/03/2021 16:39:00,2000,1,1397.46,21,1.57,2.61,114.804,1.01,2.537,0.09
03/03/2021 16:40:00,2000,1,1487.43,21,1.35,2.56,89.971,0.88,5.637,0.20
03/03/2021 16:41:00,2000,1,1567.88,21,1.41,2.14,80.451,1.11,0.000,-0.13
03/03/2021 16:42:00,2000,1,1620.77,21,1.04,2.20,52.893,1.20,0.000,-0.08
03/03/2021 16:43:00,2000,1,1677.58,21,1.04,2.36,56.811,1.09,1.691,0.06
03/03/2021 16:44:00,2000,1,1728.04,21,1.00,2.23,50.455,1.02,0.282,0.01
03/03/2021 16:45:00,2000,1,1778.81,21,1.00,2.25,50.771,0.92,2.819,0.10
03/03/2021 16:46:00,2000,1,1822.38,21,0.83,2.55,43.574,1.08,3.382,0.12
03/03/2021 16:47:00,2000,1,1867.47,21,0.94,2.20,45.089,0.96,3.382,0.12
03/03/2021 16:48:00,2000,1,1912.29,21,0.92,2.27,44.824,0.95,5.074,0.18
03/03/2021 16:49:00,2000,1,1941.37,21,0.87,1.58,29.075,0.97,0.000,-0.03
03/03/2021 16:50:00,2000,1,1987.49,21,1.04,1.92,46.117,1.04,5.355,0.19
03/03/2021 16:51:00,2000,1,27.14,21,0.87,2.15,39.651,0.81,6.201,0.22
03/03/2021 16:52:00,2000,1,63.17,22,0.83,2.11,36.032,0.77,3.382,0.12
03/03/2021 16:53:00,2000,1,90.86,22,0.87,1.50,27.693,0.89,7.047,0.25
03/03/2021 16:54:00,2000,1,120.82,22,0.83,1.75,29.961,0.78,7.610,0.27
03/03/2021 16:55:00,2000,1,142.10,22,0.79,1.35,21.280,0.77,1.409,0.05
03/03/2021 16:56:00,2000,1,162.52,22,0.70,1.53,20.418,0.78,5.355,0.19
03/03/2021 16:57:00,2000,1,186.59,22,0.75,1.65,24.068,0.78,3.382,0.12
03/03/2021 16:58:00,2000,1,214.53,22,0.79,1.77,27.935,0.75,8.738,0.31
03/03/2021 16:59:00,2000,1,241.61,22,0.79,1.71,27.082,0.80,3.382,0.12
03/03/2021 17:00:00,2000,1,258.41,22,0.66,1.38,16.802,0.66,2.819,0.10
03/03/2021 17:01:00,2000,1,280.81,22,0.79,1.42,22.402,0.71,5.919,0.21
03/03/2021 17:02:00,2000,1,303.02,22,0.79,1.40,22.212,0.72,3.664,0.13
03/03/2021 17:03:00,2000,1,322.72,22,0.70,1.48,19.699,0.68,0.000,-0.02
03/03/2021 17:04:00,2000,1,344.42,22,0.75,1.49,21.696,0.73,3.100,0.11
03/03/2021 17:05:00,2000,1,364.24,22,0.79,1.25,19.825,0.72,2.537,0.09
03/03/2021 17:06:00,2000,1,382.49,22,0.70,1.37,18.246,0.63,2.537,0.09
03/03/2021 17:07:00,2000,1,398.07,22,0.75,1.07,15.585,0.66,4.510,0.16
03/03/2021 17:08:00,2000,1,427.02,22,0.70,2.17,28.948,0.68,1.691,0.06
03/03/2021 17:09:00,2000,1,472.62,22,0.75,3.13,45.604,0.66,0.846,0.03
03/03/2021 17:10:00,2000,1,484.87,22,0.94,0.59,12.247,0.58,1.409,0.05
03/03/2021 17:11:00,2000,1,541.08,22,0.66,4.63,56.208,0.58,4.228,0.15
03/03/2021 17:12:00,2000,1,574.49,22,1.61,0.73,33.411,0.57,4.228,0.15
03/03/2021 17:13:00,2000,1,593.67,22,0.70,1.44,19.179,0.64,2.537,0.09
03/03/2021 17:14:00,2000,1,610.49,22,0.62,1.53,16.824,0.61,2.255,0.08
03/03/2021 17:15:00,2000,1,621.30,22,0.66,0.89,10.805,0.63,3.382,0.12
03/03/2021 17:16:00,2000,1,631.13,22,0.62,0.89,9.835,0.65,1.691,0.06
03/03/2021 17:17:00,2000,1,644.98,22,0.66,1.14,13.852,0.64,2.537,0.09
03/03/2021 17:18:00,2000,1,652.87,22,0.53,0.90,7.888,0.54,1.409,0.05
03/03/2021 17:19:00,2000,1,662.13,22,0.53,1.05,9.261,0.53,3.664,0.13
03/03/2021 17:20:00,2000,1,678.05,22,0.70,1.19,15.913,0.52,3.382,0.12
03/03/2021 17:21:00,2000,1,686.07,22,0.49,1.03,8.020,0.59,4.792,0.17
03/03/2021 17:22:00,2000,1,697.36,22,0.66,0.93,11.290,0.58,3.100,0.11
03/03/2021 17:23:00,2000,1,704.11,22,0.53,0.77,6.752,0.51,4.228,0.15
03/03/2021 17:24:00,2000,1,711.23,22,0.58,0.72,7.121,0.63,3.664,0.13
03/03/2021 17:25:00,2000,1,720.20,22,0.62,0.82,8.967,0.54,3.382,0.12
03/03/2021 17:26:00,2000,1,726.80,22,0.62,0.60,6.604,0.49,3.664,0.13
03/03/2021 17:27:00,2000,1,738.89,22,0.62,1.10,12.088,0.53,4.510,0.16
03/03/2021 17:28:00,2000,1,742.41,22,0.53,0.40,3.521,0.52,4.510,0.16
03/03/2021 17:29:00,2000,1,774.61,22,0.58,3.26,32.197,0.51,3.664,0.13
03/03/2021 17:30:00,2000,1,785.65,22,0.92,0.56,11.041,0.51,4.510,0.16
03/03/2021 17:31:00,2000,1,790.89,22,0.58,0.53,5.244,0.54,2.537,0.09
03/03/2021 17:32:00,2000,1,794.03,22,0.40,0.54,3.136,0.48,3.946,0.14
03/03/2021 17:33:00,2000,1,797.59,22,0.45,0.52,3.561,0.46,4.228,0.15
03/03/2021 17:34:00,2000,1,802.41,22,0.53,0.55,4.824,0.52,3.100,0.11
03/03/2021 17:35:00,2000,1,807.43,22,0.58,0.51,5.017,0.48,3.382,0.12
03/03/2021 17:36:00,2000,1,812.60,22,0.58,0.52,5.165,0.55,3.946,0.14
03/03/2021 17:37:00,2000,1,816.89,22,0.49,0.55,4.290,0.46,3.382,0.12
03/03/2021 17:38:00,2000,1,819.99,22,0.49,0.40,3.109,0.50,3.664,0.13
03/03/2021 17:39:00,2000,1,824.84,22,0.58,0.49,4.849,0.45,4.792,0.17
03/03/2021 17:40:00,2000,1,829.66,22,0.53,0.55,4.815,0.48,3.100,0.11
03/03/2021 17:41:00,2000,1,832.67,22,0.40,0.51,3.008,0.51,3.382,0.12
03/03/2021 17:42:00,2000,1,837.16,22,0.53,0.51,4.498,0.52,3.946,0.14
03/03/2021 17:43:00,2000,1,842.83,22,0.58,0.57,5.669,0.52,3.382,0.12
03/03/2021 17:44:00,2000,1,848.01,22,0.58,0.52,5.175,0.44,5.074,0.18
03/03/2021 17:45:00,2000,1,852.46,22,0.53,0.51,4.454,0.45,3.100,0.11
03/03/2021 17:46:00,2000,1,857.71,22,0.58,0.53,5.244,0.51,3.946,0.14
03/03/2021 17:47:00,2000,1,862.05,22,0.53,0.49,4.340,0.45,3.946,0.14
03/03/2021 17:48:00,2000,1,865.94,22,0.53,0.44,3.891,0.52,4.510,0.16
03/03/2021 17:49:00,2000,1,869.69,22,0.45,0.55,3.751,0.48,3.664,0.13
03/03/2021 17:50:00,2000,1,874.12,22,0.49,0.57,4.430,0.52,4.792,0.17
03/03/2021 17:51:00,2000,1,879.73,22,0.58,0.57,5.610,0.59,3.664,0.13
03/03/2021 17:52:00,2000,1,882.56,22,0.45,0.42,2.829,0.48,3.946,0.14
03/03/2021 17:53:00,2000,1,887.11,22,0.53,0.52,4.551,0.50,4.792,0.17
03/03/2021 17:54:00,2000,1,892.52,22,0.58,0.55,5.412,0.52,3.664,0.13
03/03/2021 17:55:00,2000,1,896.39,22,0.45,0.57,3.866,0.51,3.664,0.13
03/03/2021 17:56:00,2000,1,902.17,22,0.62,0.53,5.780,0.47,4.228,0.15
03/03/2021 17:57:00,2000,1,907.38,22,0.58,0.53,5.215,0.48,2.255,0.08
03/03/2021 17:58:00,2000,1,910.98,22,0.49,0.46,3.598,0.51,3.946,0.14
03/03/2021 17:59:00,2000,1,915.30,22,0.49,0.56,4.321,0.48,2.819,0.10
03/03/2021 18:00:00,2000,1,921.01,22,0.53,0.65,5.704,0.50,2.819,0.10
03/03/2021 18:01:00,2000,1,924.53,22,0.53,0.40,3.521,0.50,3.100,0.11
03/03/2021 18:02:00,2000,1,928.58,22,0.49,0.52,4.049,0.51,2.819,0.10
03/03/2021 18:03:00,2000,1,931.30,22,0.40,0.47,2.721,0.42,3.100,0.11
03/03/2021 18:04:00,2000,1,936.74,22,0.58,0.55,5.442,0.46,2.819,0.10
03/03/2021 18:05:00,2000,1,941.29,22,0.49,0.59,4.554,0.48,3.382,0.12
03/03/2021 18:06:00,2000,1,944.01,22,0.45,0.40,2.713,0.49,2.537,0.09
03/03/2021 18:07:00,2000,1,948.30,22,0.53,0.49,4.296,0.45,2.819,0.10
03/03/2021 18:08:00,2000,1,951.02,22,0.45,0.40,2.713,0.44,3.100,0.11
03/03/2021 18:09:00,2000,1,953.46,22,0.40,0.42,2.447,0.46,2.537,0.09
03/03/2021 18:10:00,2000,1,955.80,22,0.40,0.40,2.336,0.51,1.973,0.07
03/03/2021 18:11:00,2000,1,960.41,22,0.53,0.52,4.613,0.42,2.537,0.09
03/03/2021 18:12:00,2000,1,964.48,22,0.40,0.70,4.070,0.40,2.255,0.08
03/03/2021 18:13:00,2000,1,967.15,22,0.36,0.54,2.670,0.44,3.100,0.11
03/03/2021 18:14:00,2000,1,970.75,22,0.45,0.53,3.595,0.40,2.537,0.09
03/03/2021 18:15:00,2000,1,972.86,22,0.32,0.51,2.111,0.38,2.819,0.10
03/03/2021 18:16:00,2000,1,977.67,22,0.49,0.62,4.811,0.41,0.000,-0.01
03/03/2021 18:17:00,2000,1,980.74,22,0.40,0.53,3.072,0.44,1.691,0.06
03/03/2021 18:18:00,2000,1,984.88,22,0.49,0.53,4.142,0.43,0.000,-0.03
03/03/2021 18:19:00,2000,1,988.62,22,0.36,0.75,3.733,0.37,2.255,0.08
03/03/2021 18:20:00,2000,1,992.31,22,0.45,0.54,3.690,0.40,0.000,0.00
03/03/2021 18:21:00,2000,1,994.88,22,0.36,0.52,2.576,0.42,1.973,0.07
03/03/2021 18:22:00,2000,1,999.22,22,0.49,0.56,4.337,0.44,3.946,0.14
03/03/2021 18:23:00,2000,1,1003.73,22,0.32,1.10,4.514,0.38,2.819,0.10
03/03/2021 18:24:00,2000,1,1005.47,22,0.28,0.52,1.737,0.34,1.691,0.06
03/03/2021 18:25:00,2000,1,1008.18,22,0.36,0.55,2.705,0.37,0.000,-0.09
03/03/2021 18:26:00,2000,1,1012.47,22,0.49,0.55,4.298,0.39,2.537,0.09
03/03/2021 18:27:00,2000,1,1015.17,22,0.36,0.55,2.695,0.31,0.000,-0.07
03/03/2021 18:28:00,2000,1,1019.43,22,0.49,0.55,4.267,0.35,1.127,0.04
03/03/2021 18:29:00,2000,1,1020.76,22,0.28,0.40,1.324,0.37,2.255,0.08
03/03/2021 18:30:00,2000,1,1026.39,22,0.45,0.83,5.637,0.38,1.691,0.06
03/03/2021 18:31:00,2000,1,1030.87,22,0.53,0.51,4.472,0.36,2.255,0.08
03/03/2021 18:32:00,2000,1,1032.54,22,0.28,0.51,1.678,0.39,1.127,0.04
03/03/2021 18:33:00,2000,1,1035.64,22,0.40,0.53,3.095,0.32,2.255,0.08
03/03/2021 18:34:00,2000,1,1039.50,22,0.45,0.57,3.860,0.34,0.000,-0.12
03/03/2021 18:35:00,2000,1,1043.02,22,0.45,0.52,3.520,0.38,1.127,0.04
03/03/2021 18:36:00,2000,1,1045.24,22,0.32,0.54,2.218,0.36,0.000,-0.02
03/03/2021 18:37:00,2000,1,1048.96,22,0.45,0.55,3.717,0.33,0.000,-0.05
03/03/2021 18:38:00,2000,1,1050.73,22,0.28,0.54,1.777,0.34,0.000,-0.11
03/03/2021 18:39:00,2000,1,1052.95,22,0.32,0.54,2.214,0.31,0.000,-0.04
03/03/2021 18:40:00,2000,1,1057.71,22,0.40,0.82,4.765,0.32,0.564,0.02
03/03/2021 18:41:00,2000,1,1060.42,22,0.45,0.40,2.713,0.31,0.000,-0.14
03/03/2021 18:42:00,2000,1,1064.22,22,0.45,0.56,3.792,0.35,0.000,-0.11
03/03/2021 18:43:00,2000,1,1065.30,22,0.19,0.57,1.082,0.30,0.000,-0.13
03/03/2021 18:44:00,2000,1,1068.39,22,0.40,0.53,3.089,0.33,0.000,-0.05
03/03/2021 18:45:00,2000,1,1071.72,22,0.40,0.57,3.329,0.26,0.000,-0.09
03/03/2021 18:46:00,2000,1,1073.66,22,0.28,0.59,1.943,0.34,0.000,-0.17
03/03/2021 18:47:00,2000,1,1078.38,22,0.40,0.81,4.719,0.34,0.000,-0.18
03/03/2021 18:48:00,2000,1,1080.13,22,0.28,0.53,1.754,0.36,0.000,-0.10
03/03/2021 18:49:00,2000,1,1083.99,22,0.45,0.57,3.860,0.29,0.000,-0.11
03/03/2021 18:50:00,2000,1,1086.73,22,0.36,0.55,2.734,0.31,0.000,-0.14
03/03/2021 18:51:00,2000,1,1089.93,22,0.40,0.55,3.200,0.28,0.000,-0.12
03/03/2021 18:52:00,2000,1,1091.01,22,0.19,0.57,1.087,0.29,0.000,-0.05
03/03/2021 18:53:00,2000,1,1093.24,22,0.32,0.54,2.222,0.31,1.973,0.07
03/03/2021 18:54:00,2000,1,1094.37,22,0.10,1.58,1.138,0.32,0.000,-0.20
03/03/2021 18:55:00,2000,1,1095.81,22,0.23,0.56,1.438,0.29,0.000,-0.18
03/03/2021 18:56:00,2000,1,1104.90,22,0.40,1.56,9.093,0.27,0.000,-0.12
03/03/2021 18:57:00,2000,1,1106.00,22,0.10,1.53,1.098,0.31,0.000,-0.01
03/03/2021 18:58:00,2000,1,1108.36,22,0.23,0.91,2.355,0.26,0.000,-0.09
03/03/2021 18:59:00,2000,1,1109.39,22,0.23,0.40,1.031,0.33,0.000,-0.19
03/03/2021 19:00:00,2000,1,1110.80,22,0.23,0.55,1.410,0.25,0.000,-0.16
03/03/2021 19:01:00,2000,1,1117.27,22,0.40,1.11,6.477,0.24,0.000,-0.18
03/03/2021 19:02:00,2000,1,1118.38,22,0.19,0.58,1.101,0.28,0.000,-0.23
03/03/2021 19:03:00,2000,1,1120.65,22,0.32,0.55,2.271,0.27,0.000,-0.23
03/03/2021 19:04:00,2000,1,1121.68,22,0.19,0.54,1.034,0.29,0.000,-0.11
03/03/2021 19:05:00,2000,1,1123.08,22,0.23,0.54,1.397,0.26,0.000,-0.19
03/03/2021 19:06:00,2000,1,1123.84,22,0.19,0.40,0.763,0.29,0.000,-0.23
03/03/2021 19:07:00,2000,1,1125.18,22,0.23,0.52,1.343,0.27,0.000,-0.11
03/03/2021 19:08:00,2000,1,1125.59,22,0.10,0.57,0.408,0.28,0.000,-0.23
03/03/2021 19:09:00,2000,1,1125.96,22,0.10,0.52,0.372,0.29,0.000,-0.15
03/03/2021 19:10:00,2000,1,1126.37,22,0.10,0.57,0.408,0.28,0.000,-0.12
03/03/2021 19:11:00,2000,1,1126.66,22,0.10,0.40,0.288,0.35,0.000,-0.26
03/03/2021 19:12:00,2000,1,1127.06,22,0.10,0.56,0.400,0.24,0.000,-0.27
03/03/2021 19:13:00,2000,1,1127.45,22,0.10,0.55,0.396,0.29,0.000,-0.26
03/03/2021 19:14:00,2000,1,1128.56,22,0.19,0.58,1.101,0.29,0.000,-0.30
03/03/2021 19:15:00,2000,1,1128.97,22,0.10,0.58,0.416,0.26,0.000,-0.30
03/03/2021 19:16:00,2000,1,1130.00,22,0.23,0.40,1.031,0.26,0.000,-0.32
03/03/2021 19:17:00,2000,1,1130.36,22,0.10,0.50,0.362,0.26,0.000,-0.30
03/03/2021 19:18:00,2000,1,1130.78,22,0.10,0.57,0.413,0.24,0.000,-0.28
03/03/2021 19:19:00,2000,1,1131.18,22,0.10,0.56,0.404,0.24,0.000,-0.25
03/03/2021 19:20:00,2000,1,1131.57,22,0.10,0.55,0.393,0.29,0.000,-0.32
03/03/2021 19:21:00,2000,1,1131.96,22,0.10,0.54,0.388,0.23,0.000,-0.28
03/03/2021 19:22:00,2000,1,1132.25,22,0.10,0.40,0.288,0.23,0.000,-0.29
03/03/2021 19:23:00,2000,1,1132.67,22,0.10,0.58,0.419,0.26,0.000,-0.33
03/03/2021 19:24:00,2000,1,1132.95,22,0.10,0.40,0.288,0.28,0.000,-0.32
03/03/2021 19:25:00,2000,1,1133.37,22,0.10,0.58,0.416,0.21,0.000,-0.28
03/03/2021 19:26:00,2000,1,1133.66,22,0.10,0.40,0.288,0.28,0.000,-0.31
03/03/2021 19:27:00,2000,1,1134.06,22,0.10,0.56,0.401,0.25,0.000,-0.35
03/03/2021 19:28:00,2000,1,1134.40,22,0.10,0.48,0.343,0.24,0.000,-0.31
